customer_name,sentiment,csat_score,call_timestamp,reason,city,state,channel,response_time,call duration in minutes,call_center
Petronille Pendreigh,Neutral,5,10/26/2020,Service Outage,Gaithersburg,Maryland,Chatbot,Above SLA,31,Denver/CO
Penny Rivard,Very Negative,,10/16/2020,Billing Question,Houston,Texas,Email,Within SLA,10,Chicago/IL
Syd Moss,Neutral,,10/16/2020,Billing Question,Scottsdale,Arizona,Email,Above SLA,11,Baltimore/MD
Rosana Strettell,Very Negative,,10/19/2020,Billing Question,New York City,New York,Web,Within SLA,18,Baltimore/MD
Ame Leighfield,Negative,,10-12-2020,Billing Question,Chicago,Illinois,Web,Below SLA,26,Los Angeles/CA
Selina Sterman,Neutral,7,10/30/2020,Billing Question,Albuquerque,New Mexico,Web,Within SLA,36,Los Angeles/CA
Elwyn Lunge,Neutral,,10-02-2020,Billing Question,Mobile,Alabama,Chatbot,Within SLA,8,Denver/CO
Glen Christene,Negative,,10/18/2020,Billing Question,Milwaukee,Wisconsin,Call-Center,Below SLA,23,Denver/CO
Cheston Heasly,Very Positive,,10-10-2020,Service Outage,Las Vegas,Nevada,Chatbot,Within SLA,45,Los Angeles/CA
Nikolas Elston,Very Negative,,10/21/2020,Billing Question,Flushing,New York,Email,Below SLA,39,Chicago/IL
Shurlock Kenninghan,Positive,,10-07-2020,Billing Question,Grand Rapids,Michigan,Web,Within SLA,29,Baltimore/MD
Kelli Letrange,Neutral,,10/13/2020,Billing Question,Corpus Christi,Texas,Web,Within SLA,22,Baltimore/MD
Johnette Targe,Very Negative,,10-05-2020,Payments,Erie,Pennsylvania,Call-Center,Within SLA,7,Baltimore/MD
Tiffany Gavriel,Negative,,10-10-2020,Billing Question,Phoenix,Arizona,Email,Within SLA,22,Los Angeles/CA
Hube Sattin,Negative,5,10/18/2020,Billing Question,Louisville,Kentucky,Email,Within SLA,11,Chicago/IL
Bartie Abelov,Negative,6,10-08-2020,Service Outage,Yakima,Washington,Chatbot,Within SLA,6,Chicago/IL
Torey Kimpton,Neutral,7,10/18/2020,Billing Question,Huntington,West Virginia,Chatbot,Within SLA,44,Los Angeles/CA
Linc Durno,Very Negative,,10/26/2020,Payments,Scranton,Pennsylvania,Call-Center,Within SLA,45,Baltimore/MD
Bucky Herreran,Very Negative,,10/24/2020,Billing Question,San Antonio,Texas,Email,Within SLA,11,Baltimore/MD
Marijn Dawbery,Negative,,10/29/2020,Payments,Dayton,Ohio,Call-Center,Within SLA,42,Los Angeles/CA
Cathrine Benting,Neutral,,10-01-2020,Billing Question,Paterson,New Jersey,Email,Within SLA,38,Baltimore/MD
Eugen Takos,Positive,,10-12-2020,Billing Question,Shawnee Mission,Kansas,Call-Center,Below SLA,26,Baltimore/MD
Maxine Girault,Very Negative,1,10-03-2020,Service Outage,Aurora,Colorado,Email,Within SLA,24,Baltimore/MD
Kipp Metzig,Neutral,7,10-12-2020,Billing Question,San Francisco,California,Email,Within SLA,19,Denver/CO
Tedmund Rockcliffe,Neutral,,10-09-2020,Billing Question,Topeka,Kansas,Call-Center,Within SLA,40,Chicago/IL
Loni Morson,Neutral,,10/20/2020,Billing Question,Indianapolis,Indiana,Call-Center,Below SLA,20,Los Angeles/CA
Cori Bere,Negative,4,10-07-2020,Billing Question,Philadelphia,Pennsylvania,Chatbot,Within SLA,14,Baltimore/MD
Cherish Spiby,Very Positive,9,10-06-2020,Payments,Wilmington,North Carolina,Call-Center,Within SLA,7,Chicago/IL
Glynn Tween,Neutral,,10/25/2020,Service Outage,Jamaica,New York,Chatbot,Within SLA,6,Baltimore/MD
Connie Starte,Negative,,10/21/2020,Billing Question,Monticello,Minnesota,Web,Below SLA,34,Baltimore/MD
Coretta Trenaman,Neutral,,10-08-2020,Billing Question,Irving,Texas,Chatbot,Within SLA,29,Los Angeles/CA
Angelina Nelmes,Neutral,7,10-11-2020,Billing Question,Reno,Nevada,Call-Center,Within SLA,22,Baltimore/MD
Brit Ferraron,Negative,4,10/20/2020,Billing Question,Saint Paul,Minnesota,Email,Within SLA,36,Chicago/IL
Talyah Derrell,Very Negative,,10/20/2020,Payments,New Orleans,Louisiana,Call-Center,Within SLA,16,Baltimore/MD
Gaultiero Stygall,Very Negative,3,10/20/2020,Billing Question,Phoenix,Arizona,Email,Below SLA,39,Chicago/IL
Fin Saurat,Negative,,10-04-2020,Billing Question,Brooklyn,New York,Call-Center,Within SLA,11,Chicago/IL
Dorelle Gatcliff,Very Positive,,10-08-2020,Payments,Saginaw,Michigan,Call-Center,Above SLA,5,Baltimore/MD
Loren Denmead,Very Positive,9,10/29/2020,Billing Question,Manassas,Virginia,Call-Center,Below SLA,6,Baltimore/MD
Whit Bannard,Positive,7,10-02-2020,Billing Question,Waterloo,Iowa,Web,Above SLA,24,Baltimore/MD
Izabel O'Griffin,Negative,,10-06-2020,Billing Question,Sioux City,Iowa,Email,Within SLA,27,Chicago/IL
Cleo Aizikov,Very Negative,1,10/13/2020,Billing Question,San Francisco,California,Web,Within SLA,7,Los Angeles/CA
Katerina Daville,Neutral,,10-05-2020,Billing Question,Richmond,Virginia,Web,Within SLA,33,Los Angeles/CA
Ajay Brookwood,Negative,,10/21/2020,Billing Question,Kansas City,Missouri,Call-Center,Above SLA,44,Los Angeles/CA
Selene Cristofanini,Positive,,10/18/2020,Service Outage,Bakersfield,California,Web,Within SLA,30,Denver/CO
Palm Toynbee,Very Negative,4,10/14/2020,Service Outage,Alpharetta,Georgia,Chatbot,Below SLA,22,Baltimore/MD
Bryana Sapseed,Neutral,,10-04-2020,Billing Question,Austin,Texas,Web,Within SLA,42,Los Angeles/CA
Pauly Mahody,Positive,9,10/28/2020,Billing Question,New Orleans,Louisiana,Web,Within SLA,21,Baltimore/MD
Austina Burkert,Neutral,,10/26/2020,Billing Question,Norman,Oklahoma,Chatbot,Within SLA,10,Chicago/IL
Kennedy Portal,Very Negative,,10-10-2020,Billing Question,Beaufort,South Carolina,Web,Within SLA,6,Baltimore/MD
Eduardo Powell,Neutral,,10/26/2020,Billing Question,Boise,Idaho,Call-Center,Below SLA,14,Denver/CO
Deborah Willeson,Neutral,8,10/18/2020,Billing Question,Raleigh,North Carolina,Web,Within SLA,17,Baltimore/MD
Claudetta Dosedale,Negative,,10-06-2020,Billing Question,Virginia Beach,Virginia,Web,Above SLA,41,Denver/CO
Olenka Giovannetti,Positive,,10-11-2020,Billing Question,Las Vegas,Nevada,Web,Within SLA,34,Los Angeles/CA
Tiffanie Savory,Negative,5,10/20/2020,Billing Question,Silver Spring,Maryland,Web,Within SLA,35,Los Angeles/CA
Lian Gisbourn,Very Positive,9,10/28/2020,Billing Question,Des Moines,Iowa,Call-Center,Below SLA,20,Los Angeles/CA
Vernon Wisker,Negative,4,10-03-2020,Billing Question,Boise,Idaho,Web,Within SLA,15,Baltimore/MD
Sybyl Cookney,Neutral,,10/16/2020,Billing Question,Miami,Florida,Web,Within SLA,7,Los Angeles/CA
Marlo Arden,Negative,,10-10-2020,Billing Question,Norfolk,Virginia,Web,Within SLA,20,Los Angeles/CA
Sophey Monan,Negative,,10/14/2020,Billing Question,Richmond,Virginia,Web,Within SLA,35,Los Angeles/CA
Joseph Jinkinson,Negative,6,10-10-2020,Billing Question,Modesto,California,Email,Within SLA,5,Chicago/IL
Meghann Nani,Negative,6,10-02-2020,Billing Question,Lima,Ohio,Chatbot,Within SLA,40,Baltimore/MD
Cchaddie Whittick,Negative,3,10/29/2020,Payments,Yakima,Washington,Call-Center,Within SLA,31,Denver/CO
Myrtie Fontin,Very Negative,,10-06-2020,Billing Question,Kissimmee,Florida,Email,Within SLA,19,Chicago/IL
Alexandrina Bithany,Very Negative,3,10-09-2020,Payments,Birmingham,Alabama,Call-Center,Above SLA,24,Denver/CO
Trevor Mohring,Negative,,10/18/2020,Service Outage,Burbank,California,Web,Above SLA,45,Baltimore/MD
Cleopatra Gullen,Very Positive,10,10/15/2020,Billing Question,Toledo,Ohio,Web,Below SLA,12,Baltimore/MD
Kelila Ducarne,Neutral,5,10-10-2020,Billing Question,Washington,District of Columbia,Chatbot,Within SLA,38,Denver/CO
Ludovico Docwra,Negative,,10/23/2020,Billing Question,Youngstown,Ohio,Email,Within SLA,5,Los Angeles/CA
Huey Camacho,Neutral,,10-07-2020,Billing Question,Denver,Colorado,Email,Within SLA,19,Los Angeles/CA
Orsola Harbottle,Very Positive,9,10-12-2020,Service Outage,Gadsden,Alabama,Chatbot,Above SLA,29,Los Angeles/CA
Simone Gherardi,Negative,5,10/29/2020,Billing Question,Monticello,Minnesota,Web,Within SLA,10,Los Angeles/CA
Sheryl Murney,Negative,3,10-12-2020,Billing Question,Cincinnati,Ohio,Web,Within SLA,13,Denver/CO
Bear McCaughren,Very Negative,,10/30/2020,Billing Question,Anchorage,Alaska,Chatbot,Within SLA,29,Baltimore/MD
Shelby O'Dwyer,Positive,,10/24/2020,Payments,Manchester,New Hampshire,Call-Center,Below SLA,28,Baltimore/MD
Aldwin Hierro,Very Negative,3,10/29/2020,Billing Question,Dallas,Texas,Call-Center,Within SLA,17,Chicago/IL
Rossy Gouly,Negative,,10/23/2020,Billing Question,Fort Lauderdale,Florida,Chatbot,Below SLA,21,Los Angeles/CA
Jeth Stanyard,Negative,,10/13/2020,Service Outage,El Paso,Texas,Email,Within SLA,19,Los Angeles/CA
Kipp Peedell,Neutral,,10/18/2020,Billing Question,Atlanta,Georgia,Email,Within SLA,11,Baltimore/MD
Noelani Bratton,Neutral,5,10/23/2020,Payments,Sarasota,Florida,Call-Center,Within SLA,8,Baltimore/MD
Theodoric Toy,Neutral,,10-05-2020,Billing Question,Irvine,California,Email,Above SLA,43,Baltimore/MD
Eldredge Farquharson,Very Negative,,10/14/2020,Billing Question,Woburn,Massachusetts,Chatbot,Within SLA,37,Los Angeles/CA
Georgianna Panketh,Positive,,10-09-2020,Billing Question,Reston,Virginia,Web,Below SLA,43,Los Angeles/CA
Sheena Carde,Negative,3,10-06-2020,Billing Question,Jersey City,New Jersey,Chatbot,Within SLA,41,Baltimore/MD
Sandor Doog,Negative,6,10/29/2020,Payments,Austin,Texas,Call-Center,Below SLA,26,Los Angeles/CA
Adamo Cadogan,Positive,8,10/17/2020,Payments,Temple,Texas,Call-Center,Within SLA,33,Los Angeles/CA
Scotti Allenby,Very Positive,10,10/26/2020,Billing Question,San Diego,California,Call-Center,Within SLA,15,Baltimore/MD
Otis Hugett,Positive,9,10-05-2020,Billing Question,Roanoke,Virginia,Call-Center,Within SLA,8,Baltimore/MD
Ilaire Bleazard,Very Negative,1,10/29/2020,Billing Question,Glendale,California,Call-Center,Below SLA,15,Baltimore/MD
Benton McGettigan,Negative,,10/29/2020,Service Outage,Tyler,Texas,Web,Within SLA,24,Los Angeles/CA
Angelina Camlin,Very Positive,10,10-12-2020,Service Outage,Indianapolis,Indiana,Chatbot,Within SLA,27,Los Angeles/CA
Ches Rakestraw,Very Positive,10,10/19/2020,Billing Question,Mc Keesport,Pennsylvania,Call-Center,Below SLA,5,Los Angeles/CA
Diena MacMaykin,Very Positive,10,10/19/2020,Service Outage,Dallas,Texas,Email,Within SLA,24,Los Angeles/CA
Arlene Pagel,Negative,,10-09-2020,Billing Question,Richmond,Virginia,Email,Above SLA,42,Los Angeles/CA
Nate Srutton,Positive,7,10-07-2020,Billing Question,Saint Petersburg,Florida,Chatbot,Below SLA,44,Los Angeles/CA
Pietra Symmons,Neutral,,10-11-2020,Billing Question,Durham,North Carolina,Email,Within SLA,19,Baltimore/MD
Ferris Christol,Negative,,10/19/2020,Billing Question,Detroit,Michigan,Web,Within SLA,34,Chicago/IL
Brittany Leed,Neutral,,10-03-2020,Billing Question,Naples,Florida,Chatbot,Below SLA,32,Los Angeles/CA
Rickert Tattam,Neutral,6,10-08-2020,Payments,Miami,Florida,Call-Center,Within SLA,28,Chicago/IL
Alecia Keedy,Positive,,10/14/2020,Billing Question,Chicago,Illinois,Email,Within SLA,45,Denver/CO
Coraline Rowlings,Negative,,10/17/2020,Billing Question,Milwaukee,Wisconsin,Call-Center,Within SLA,45,Baltimore/MD
Janet Gavigan,Negative,3,10/29/2020,Service Outage,Chicago,Illinois,Web,Below SLA,38,Baltimore/MD
Tiffany Baldinotti,Negative,,10/17/2020,Service Outage,Fort Smith,Arkansas,Chatbot,Within SLA,31,Los Angeles/CA
Ellyn Fischer,Very Positive,,10/15/2020,Payments,Denver,Colorado,Call-Center,Below SLA,7,Baltimore/MD
Des Deverock,Positive,9,10/17/2020,Billing Question,Brooklyn,New York,Call-Center,Within SLA,13,Chicago/IL
Marmaduke Murname,Positive,,10/24/2020,Billing Question,Van Nuys,California,Email,Above SLA,34,Los Angeles/CA
Martie Seale,Very Negative,3,10-01-2020,Billing Question,West Palm Beach,Florida,Call-Center,Within SLA,42,Chicago/IL
Fonzie Clemenzo,Negative,,10-05-2020,Service Outage,Rochester,New York,Chatbot,Within SLA,30,Baltimore/MD
Dael Richford,Neutral,,10/15/2020,Billing Question,Tucson,Arizona,Web,Below SLA,45,Baltimore/MD
Helenelizabeth Cheng,Negative,6,10/26/2020,Billing Question,Pueblo,Colorado,Chatbot,Within SLA,14,Los Angeles/CA
Morie Girard,Negative,5,10-04-2020,Billing Question,Seattle,Washington,Call-Center,Below SLA,37,Chicago/IL
Malachi Dilley,Neutral,7,10/22/2020,Payments,Bethesda,Maryland,Call-Center,Within SLA,32,Los Angeles/CA
Mona Warstall,Very Negative,2,10-01-2020,Service Outage,Norfolk,Virginia,Email,Within SLA,22,Los Angeles/CA
Cindelyn Ivanin,Very Positive,9,10-02-2020,Billing Question,Hollywood,Florida,Web,Below SLA,23,Denver/CO
Loydie Gorner,Neutral,7,10-01-2020,Payments,Tulsa,Oklahoma,Call-Center,Within SLA,18,Los Angeles/CA
Ira Veare,Neutral,,10/17/2020,Billing Question,Indianapolis,Indiana,Web,Above SLA,43,Chicago/IL
Aharon Kairns,Positive,,10/26/2020,Billing Question,Austin,Texas,Chatbot,Within SLA,22,Denver/CO
Zolly Joist,Very Negative,,10-10-2020,Billing Question,Topeka,Kansas,Web,Within SLA,30,Los Angeles/CA
Coleman Kliment,Very Negative,2,10/21/2020,Billing Question,Las Vegas,Nevada,Call-Center,Within SLA,37,Los Angeles/CA
Birch Salzen,Very Negative,3,10/25/2020,Service Outage,Wilkes Barre,Pennsylvania,Email,Within SLA,9,Los Angeles/CA
Wanda Berfoot,Very Negative,,10/13/2020,Billing Question,Springfield,Illinois,Web,Within SLA,41,Chicago/IL
Thom McCarry,Neutral,8,10-07-2020,Service Outage,New York City,New York,Chatbot,Below SLA,22,Los Angeles/CA
Gilemette Whillock,Neutral,,10/20/2020,Billing Question,Phoenix,Arizona,Email,Within SLA,16,Chicago/IL
Charlot Baudou,Neutral,,10-12-2020,Billing Question,Bradenton,Florida,Email,Within SLA,33,Denver/CO
Cleve Pfaffel,Neutral,,10-04-2020,Billing Question,Odessa,Texas,Chatbot,Within SLA,26,Los Angeles/CA
Gerek Astill,Negative,,10/26/2020,Billing Question,Hollywood,Florida,Web,Below SLA,32,Baltimore/MD
Sidonia Malan,Negative,,10-11-2020,Billing Question,Atlanta,Georgia,Web,Within SLA,14,Baltimore/MD
Rosalinda Hobbing,Neutral,,10-10-2020,Billing Question,Cape Coral,Florida,Call-Center,Within SLA,10,Denver/CO
Atalanta Goodinge,Negative,,10/22/2020,Billing Question,Manassas,Virginia,Email,Above SLA,19,Los Angeles/CA
Skipper Boame,Neutral,6,10-02-2020,Billing Question,Amarillo,Texas,Email,Within SLA,31,Chicago/IL
Allianora Haliburn,Negative,,10-03-2020,Billing Question,Honolulu,Hawaii,Call-Center,Within SLA,21,Denver/CO
Leonhard Abbe,Neutral,,10/28/2020,Billing Question,Washington,District of Columbia,Call-Center,Below SLA,7,Baltimore/MD
Laurel Lording,Positive,7,10/16/2020,Payments,Winston Salem,North Carolina,Call-Center,Within SLA,11,Chicago/IL
Ernesto Domican,Very Negative,,10-11-2020,Billing Question,Anchorage,Alaska,Chatbot,Within SLA,37,Los Angeles/CA
Ginny Syrad,Negative,,10-11-2020,Billing Question,Boston,Massachusetts,Chatbot,Below SLA,45,Chicago/IL
Vinni Attrey,Very Negative,,10-08-2020,Billing Question,Fort Worth,Texas,Chatbot,Within SLA,42,Baltimore/MD
Benn Blakeley,Negative,4,10/28/2020,Service Outage,Indianapolis,Indiana,Chatbot,Above SLA,38,Los Angeles/CA
Mahmud Gildersleeve,Very Positive,,10/16/2020,Billing Question,San Diego,California,Call-Center,Below SLA,20,Baltimore/MD
Dulsea Gay,Negative,3,10-03-2020,Billing Question,Decatur,Illinois,Chatbot,Below SLA,8,Baltimore/MD
Elfrieda Liddell,Positive,,10/30/2020,Billing Question,Marietta,Georgia,Web,Within SLA,38,Baltimore/MD
Darrin Duffit,Neutral,,10-06-2020,Payments,Houston,Texas,Call-Center,Below SLA,41,Los Angeles/CA
Kiri Hurich,Negative,5,10-07-2020,Payments,Portland,Oregon,Call-Center,Within SLA,22,Baltimore/MD
Valery Lowres,Neutral,,10-03-2020,Billing Question,Mobile,Alabama,Email,Within SLA,11,Los Angeles/CA
Alf Zoane,Neutral,,10-12-2020,Billing Question,Alexandria,Virginia,Email,Below SLA,31,Los Angeles/CA
Waverley Bilbery,Neutral,,10/26/2020,Billing Question,Akron,Ohio,Email,Within SLA,42,Denver/CO
Antoni Spottswood,Positive,,10-08-2020,Billing Question,Memphis,Tennessee,Web,Within SLA,42,Los Angeles/CA
Travers Mulheron,Neutral,,10/16/2020,Billing Question,Washington,District of Columbia,Email,Below SLA,39,Los Angeles/CA
Maribeth Paddon,Very Negative,,10-09-2020,Billing Question,Waterbury,Connecticut,Chatbot,Above SLA,17,Chicago/IL
Regan Adel,Neutral,,10/23/2020,Billing Question,New Orleans,Louisiana,Web,Within SLA,32,Los Angeles/CA
Graig Skpsey,Very Positive,,10-10-2020,Billing Question,Louisville,Kentucky,Call-Center,Within SLA,33,Chicago/IL
Andre Wannes,Negative,3,10/17/2020,Payments,Shreveport,Louisiana,Call-Center,Below SLA,42,Baltimore/MD
Olva Cornock,Very Positive,10,10-10-2020,Billing Question,Erie,Pennsylvania,Call-Center,Within SLA,14,Chicago/IL
Kira Goodfield,Negative,,10-11-2020,Billing Question,Denver,Colorado,Email,Below SLA,33,Baltimore/MD
Ileane Semor,Negative,,10/17/2020,Payments,Baltimore,Maryland,Call-Center,Within SLA,24,Denver/CO
Hanson Atmore,Negative,,10/19/2020,Billing Question,Mobile,Alabama,Chatbot,Within SLA,43,Baltimore/MD
Lorain Cardillo,Neutral,,10-02-2020,Service Outage,Charlotte,North Carolina,Email,Within SLA,13,Los Angeles/CA
Xenia Piris,Very Negative,,10/21/2020,Billing Question,Pompano Beach,Florida,Web,Within SLA,29,Chicago/IL
Almeda Teenan,Neutral,8,10-04-2020,Service Outage,El Paso,Texas,Email,Below SLA,7,Baltimore/MD
Brandie Crutchley,Very Negative,,10/26/2020,Billing Question,Saint Paul,Minnesota,Web,Within SLA,12,Los Angeles/CA
Stern Ondricek,Positive,,10/30/2020,Payments,El Paso,Texas,Call-Center,Within SLA,16,Denver/CO
Gerick Popworth,Negative,3,10/23/2020,Billing Question,Columbus,Ohio,Web,Above SLA,17,Los Angeles/CA
Guillema Mapplethorpe,Neutral,,10/19/2020,Billing Question,Wichita,Kansas,Call-Center,Below SLA,28,Denver/CO
Tomlin MacGille,Very Negative,,10-07-2020,Billing Question,Saint Louis,Missouri,Call-Center,Within SLA,33,Baltimore/MD
Filberto Fieller,Neutral,,10/14/2020,Billing Question,Santa Fe,New Mexico,Email,Within SLA,18,Los Angeles/CA
Sibeal Shankle,Neutral,8,10/23/2020,Billing Question,Columbia,South Carolina,Email,Above SLA,30,Los Angeles/CA
Shelia Rebeiro,Negative,,10-09-2020,Payments,Denver,Colorado,Call-Center,Below SLA,19,Denver/CO
Dominick Liggons,Positive,,10/13/2020,Billing Question,Austin,Texas,Call-Center,Below SLA,24,Los Angeles/CA
Desmond Gulston,Neutral,,10-01-2020,Service Outage,El Paso,Texas,Web,Within SLA,29,Los Angeles/CA
Si Bithany,Very Negative,,10/19/2020,Billing Question,Washington,District of Columbia,Call-Center,Within SLA,15,Baltimore/MD
Jacintha Custy,Negative,,10/13/2020,Billing Question,Syracuse,New York,Web,Above SLA,26,Baltimore/MD
Fairfax Arran,Negative,,10/25/2020,Payments,San Francisco,California,Call-Center,Above SLA,22,Baltimore/MD
Tresa Janaud,Neutral,8,10-12-2020,Billing Question,Memphis,Tennessee,Call-Center,Above SLA,33,Baltimore/MD
Savina Cattrall,Neutral,,10-06-2020,Billing Question,Rochester,New York,Email,Below SLA,16,Los Angeles/CA
Rosana Hackney,Negative,,10-12-2020,Billing Question,Lancaster,California,Email,Below SLA,39,Baltimore/MD
Lanni Garoghan,Very Negative,1,10/17/2020,Payments,Albany,New York,Call-Center,Within SLA,34,Denver/CO
Rex Sreenan,Very Positive,9,10/20/2020,Billing Question,Bradenton,Florida,Call-Center,Within SLA,35,Los Angeles/CA
Rani Rowlatt,Very Negative,4,10/24/2020,Billing Question,Saint Paul,Minnesota,Chatbot,Below SLA,26,Baltimore/MD
Dion Stallen,Neutral,,10/16/2020,Service Outage,College Station,Texas,Chatbot,Above SLA,41,Baltimore/MD
Munmro Bowton,Very Negative,1,10-07-2020,Billing Question,Lansing,Michigan,Email,Within SLA,10,Baltimore/MD
Lancelot Heartfield,Very Negative,3,10-10-2020,Billing Question,Boise,Idaho,Call-Center,Within SLA,20,Los Angeles/CA
Fin Bagg,Negative,3,10/14/2020,Billing Question,Cincinnati,Ohio,Chatbot,Within SLA,20,Denver/CO
Tasia Cawkill,Negative,5,10/29/2020,Billing Question,Fresno,California,Call-Center,Within SLA,17,Chicago/IL
Yancey Horsley,Positive,,10/14/2020,Billing Question,Fresno,California,Email,Within SLA,18,Los Angeles/CA
Egon Gladbeck,Negative,,10/20/2020,Billing Question,Stockton,California,Web,Below SLA,45,Los Angeles/CA
Caterina Sandever,Negative,4,10/29/2020,Billing Question,Saint Paul,Minnesota,Email,Below SLA,12,Chicago/IL
Ellwood Fagence,Very Negative,3,10/21/2020,Billing Question,Herndon,Virginia,Email,Within SLA,24,Los Angeles/CA
Felicio Sumnall,Positive,,10-04-2020,Billing Question,Winston Salem,North Carolina,Email,Within SLA,36,Chicago/IL
Cindi Cardnell,Negative,,10/18/2020,Billing Question,West Hartford,Connecticut,Email,Within SLA,23,Denver/CO
Zerk Sylvaine,Very Positive,9,10/27/2020,Billing Question,Clearwater,Florida,Email,Within SLA,39,Baltimore/MD
Abramo Bridgeman,Negative,,10/19/2020,Billing Question,Huntington,West Virginia,Chatbot,Within SLA,20,Chicago/IL
Coralie Petit,Negative,,10/17/2020,Billing Question,Charlotte,North Carolina,Email,Within SLA,37,Denver/CO
Grady Devo,Negative,,10-10-2020,Payments,Boston,Massachusetts,Call-Center,Below SLA,28,Los Angeles/CA
Odille Wingrove,Negative,,10-02-2020,Billing Question,San Bernardino,California,Call-Center,Within SLA,42,Baltimore/MD
Sherri Hutley,Very Negative,,10/22/2020,Billing Question,Brooklyn,New York,Chatbot,Within SLA,32,Baltimore/MD
Celisse Oran,Negative,,10/28/2020,Billing Question,Columbus,Ohio,Chatbot,Within SLA,32,Chicago/IL
Kerri Greenly,Neutral,,10-10-2020,Billing Question,Saint Joseph,Missouri,Email,Below SLA,42,Baltimore/MD
Royall Dinsale,Neutral,6,10-10-2020,Billing Question,Reno,Nevada,Chatbot,Within SLA,38,Chicago/IL
Mitchel Inglis,Negative,,10/14/2020,Billing Question,Austin,Texas,Web,Within SLA,37,Baltimore/MD
Georgie MacClenan,Neutral,8,10-03-2020,Billing Question,Aurora,Colorado,Email,Below SLA,45,Los Angeles/CA
Berthe Gelly,Neutral,6,10/17/2020,Billing Question,Pensacola,Florida,Call-Center,Within SLA,40,Los Angeles/CA
Denys Dufaur,Positive,9,10-04-2020,Billing Question,El Paso,Texas,Email,Below SLA,20,Baltimore/MD
Talbert Wotherspoon,Very Negative,,10-10-2020,Billing Question,Houston,Texas,Web,Below SLA,22,Los Angeles/CA
Lavena McAvinchey,Very Negative,,10/18/2020,Service Outage,Dallas,Texas,Chatbot,Below SLA,35,Los Angeles/CA
Claudette Rodrigues,Negative,,10/15/2020,Service Outage,New York City,New York,Chatbot,Within SLA,28,Baltimore/MD
Herta Ream,Positive,7,10/13/2020,Billing Question,Wilmington,North Carolina,Chatbot,Within SLA,10,Los Angeles/CA
Aloise Zellick,Neutral,,10/27/2020,Billing Question,Miami,Florida,Web,Within SLA,42,Denver/CO
Misty Ankers,Very Negative,,10/20/2020,Billing Question,Sacramento,California,Web,Within SLA,11,Baltimore/MD
Ansley Drewson,Neutral,8,10-11-2020,Billing Question,Anniston,Alabama,Email,Within SLA,25,Los Angeles/CA
Judah Sangar,Very Negative,,10-02-2020,Billing Question,El Paso,Texas,Web,Above SLA,33,Los Angeles/CA
Berty Frisel,Neutral,8,10/16/2020,Service Outage,Philadelphia,Pennsylvania,Chatbot,Within SLA,15,Los Angeles/CA
Raul Roby,Neutral,8,10/18/2020,Billing Question,Davenport,Iowa,Web,Within SLA,34,Los Angeles/CA
Julio Dulany,Very Negative,2,10-03-2020,Billing Question,New Orleans,Louisiana,Chatbot,Below SLA,32,Denver/CO
Ivette Dy,Negative,,10/30/2020,Billing Question,Saginaw,Michigan,Call-Center,Within SLA,8,Baltimore/MD
Sophia Malarkey,Negative,,10/23/2020,Billing Question,Spartanburg,South Carolina,Email,Within SLA,37,Los Angeles/CA
Tonie Abthorpe,Neutral,,10/14/2020,Billing Question,Van Nuys,California,Web,Within SLA,16,Los Angeles/CA
Corena Riditch,Neutral,8,10/19/2020,Service Outage,Kansas City,Missouri,Chatbot,Below SLA,12,Los Angeles/CA
Brittan Paddick,Negative,,10/21/2020,Billing Question,Cincinnati,Ohio,Call-Center,Within SLA,35,Los Angeles/CA
Lesli McAuliffe,Negative,,10/27/2020,Billing Question,Des Moines,Iowa,Email,Within SLA,45,Baltimore/MD
Rana Testro,Negative,6,10-03-2020,Billing Question,Milwaukee,Wisconsin,Web,Within SLA,9,Los Angeles/CA
Gideon Sedgeworth,Neutral,,10-02-2020,Billing Question,Tucson,Arizona,Call-Center,Below SLA,42,Baltimore/MD
Taffy Cartmill,Very Negative,1,10-11-2020,Payments,San Diego,California,Call-Center,Within SLA,41,Baltimore/MD
Ruggiero Broadbury,Negative,,10/18/2020,Billing Question,Saint Louis,Missouri,Email,Below SLA,34,Baltimore/MD
Mignon Gentric,Positive,,10/14/2020,Billing Question,Naples,Florida,Call-Center,Below SLA,20,Los Angeles/CA
Dacey Alebrooke,Positive,9,10/23/2020,Billing Question,Wichita Falls,Texas,Chatbot,Below SLA,8,Baltimore/MD
Meris Fearney,Very Negative,4,10-07-2020,Billing Question,Milwaukee,Wisconsin,Chatbot,Within SLA,16,Baltimore/MD
Roselin McGinnell,Very Positive,,10/24/2020,Billing Question,New York City,New York,Chatbot,Within SLA,16,Los Angeles/CA
Benton Smallwood,Negative,5,10-09-2020,Billing Question,Portland,Oregon,Call-Center,Below SLA,42,Baltimore/MD
Caralie Dring,Very Positive,9,10/29/2020,Billing Question,Clearwater,Florida,Chatbot,Within SLA,34,Baltimore/MD
Babette Scarborough,Very Positive,,10-07-2020,Service Outage,Saint Louis,Missouri,Web,Below SLA,39,Los Angeles/CA
Aurelia McAuslan,Neutral,5,10-11-2020,Service Outage,Phoenix,Arizona,Chatbot,Within SLA,5,Baltimore/MD
Stanislas Dymond,Neutral,8,10/30/2020,Billing Question,Albuquerque,New Mexico,Web,Within SLA,35,Baltimore/MD
Zerk Speller,Negative,,10/27/2020,Billing Question,Johnstown,Pennsylvania,Email,Below SLA,33,Baltimore/MD
